area,intensity_mean-C:0,intensity_mean-C:1,intensity_mean-C:2,intensity_mean-C:3,intensity_mean-C:4,name,image_name,scene
2461.0,395.78626574563185,810.4981714750102,865.5310849248273,1033.2694026818367,533.0284437220643,cdp2bioactives_h15.ome_scene1_props,cdp2bioactives_h15.ome,1
2270.0,421.8453744493392,774.2590308370044,767.3185022026431,916.5629955947136,498.44801762114537,cdp2bioactives_h15.ome_scene1_props,cdp2bioactives_h15.ome,1
4198.0,349.8096712720343,1042.0812291567413,1012.7393997141496,1325.164363982849,598.5009528346832,cdp2bioactives_h15.ome_scene1_props,cdp2bioactives_h15.ome,1
2382.0,329.32241813602013,925.3064651553316,991.3790931989925,1530.073047858942,624.1528127623845,cdp2bioactives_h15.ome_scene1_props,cdp2bioactives_h15.ome,1
2185.0,391.6196796338673,878.1762013729978,986.2979405034324,1275.945537757437,581.3670480549199,cdp2bioactives_h15.ome_scene1_props,cdp2bioactives_h15.ome,1
3051.0,406.9190429367421,880.844968862668,890.6594559160931,1029.1442150114715,519.2284496886267,cdp2bioactives_h15.ome_scene1_props,cdp2bioactives_h15.ome,1
1844.0,354.5216919739696,743.8855748373102,720.2407809110629,884.2104121475054,502.8947939262473,cdp2bioactives_h15.ome_scene1_props,cdp2bioactives_h15.ome,1
1554.0,408.1924066924067,854.3056628056628,946.970398970399,1219.940797940798,579.5900900900901,cdp2bioactives_h15.ome_scene1_props,cdp2bioactives_h15.ome,1
2159.0,408.5507179249653,897.3399722093562,928.4173228346456,1134.2570634553033,579.1417322834645,cdp2bioactives_h15.ome_scene1_props,cdp2bioactives_h15.ome,1
2686.0,377.24609084139985,878.4292628443783,877.9772896500373,989.6958302308263,561.2740134028295,cdp2bioactives_h15.ome_scene1_props,cdp2bioactives_h15.ome,1
2257.0,357.5888347363757,760.9304386353567,753.4058484714222,1024.7957465662384,494.7722640673461,cdp2bioactives_h15.ome_scene1_props,cdp2bioactives_h15.ome,1
3646.0,490.6105320899616,1379.2092704333515,1492.3148656061437,1754.003017004937,799.8507953922107,cdp2bioactives_h15.ome_scene1_props,cdp2bioactives_h15.ome,1
2932.0,402.6231241473397,928.7639836289222,907.712824010914,1013.3356070941336,527.3294679399727,cdp2bioactives_h15.ome_scene1_props,cdp2bioactives_h15.ome,1
2157.0,353.4557255447381,798.8530366249421,811.0125173852573,1155.6295781177562,527.653685674548,cdp2bioactives_h15.ome_scene1_props,cdp2bioactives_h15.ome,1
1939.0,303.8860237235688,587.0216606498195,549.5657555440949,1003.6859205776174,467.0742650850954,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1765.0,312.22379603399435,560.9541076487252,537.8373937677054,810.8067988668555,451.1801699716714,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1939.0,316.25992779783394,822.4419804022692,770.2702423929861,1266.6828261990718,548.8947911294482,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1841.0,320.8804997284085,729.6132536664857,701.8283541553503,1115.0668115154808,502.3346007604563,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1805.0,325.06426592797783,571.9994459833795,564.4149584487535,882.1700831024931,462.5506925207756,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1714.0,329.7899649941657,817.147024504084,738.8588098016336,1306.1219369894982,609.777129521587,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1948.0,308.1652977412731,644.1524640657084,638.2869609856263,1050.650410677618,506.94455852156057,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1202.0,395.1289517470882,636.5590682196339,646.5524126455907,1031.8435940099837,508.55823627287856,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
3285.0,441.28036529680367,716.6304414003044,777.9531202435312,1170.3491628614915,522.6176560121766,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
2373.0,284.6565528866414,638.4365781710915,674.2081753055204,1030.9978929624947,504.00505689001267,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1713.0,326.36485697606537,494.40747227086985,564.9480443666083,886.4827787507297,481.7279626386456,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
2527.0,421.09814008705973,776.572615749901,895.2429758607044,1280.022952117135,609.7704788286505,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1494.0,374.17469879518075,627.2617135207497,671.4096385542168,1033.5046854082998,518.0468540829986,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1952.0,322.1629098360656,615.251024590164,631.0829918032787,950.5625,462.3970286885246,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
2289.0,472.70598514635213,759.1917868064658,956.6837046745304,1506.0856269113149,600.2651813018786,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1779.0,342.8122540753232,573.884204609331,663.1528948847667,950.4828555368184,480.1259134345138,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
2223.0,439.7080521817364,717.0472334682861,777.1228070175439,1046.7678812415654,539.4579397210977,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1432.0,415.07472067039106,775.1124301675977,861.8212290502794,1248.5076815642458,580.0586592178771,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
2365.0,308.6727272727273,576.692177589852,595.0215644820296,912.95221987315,484.5099365750529,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1041.0,480.7406340057637,1003.7050912584052,1169.7089337175792,1913.3150816522575,808.9971181556195,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1234.0,409.2666126418152,716.6320907617504,849.8573743922204,1226.7244732576985,536.8427876823339,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1962.0,310.71865443425077,561.775739041794,565.0316004077472,928.263506625892,464.7747196738022,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1394.0,378.0186513629842,697.2446197991392,833.0272596843615,1261.7317073170732,577.8802008608321,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1708.0,341.35187353629976,594.5989461358314,652.9426229508197,890.907494145199,488.9572599531616,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1978.0,342.2401415571284,685.7093023255813,719.5096056622851,1069.5535894843276,530.7441860465116,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
948.0,518.6803797468355,803.1455696202531,878.5696202531645,1392.5917721518988,604.3786919831224,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1564.0,745.7282608695652,1220.1598465473146,1373.2634271099744,1848.5313299232737,842.9693094629156,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1830.0,329.70327868852456,663.1382513661202,672.8185792349727,919.6267759562842,504.3568306010929,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1713.0,335.1751313485114,574.6258026853474,587.5598365440748,868.3800350262698,478.70286047869234,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1669.0,353.51467944877174,639.6866387058119,741.5230677052127,1025.704014379868,508.54943079688434,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1352.0,408.4112426035503,954.8306213017752,936.3128698224853,1436.8690828402366,629.1486686390532,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
2462.0,340.6246953696182,616.1969943135662,604.6088545897644,889.0004061738424,487.05239642567017,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1453.0,404.16930488644186,1013.6841018582244,954.6517549896764,1612.0529938059187,658.0970406056435,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1498.0,362.7116154873164,659.4158878504672,700.0540720961282,1004.409212283044,512.4332443257676,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
729.0,629.0836762688615,969.0178326474622,1123.366255144033,1413.6488340192043,667.2729766803841,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
2385.0,286.4356394129979,643.8599580712788,590.295178197065,1004.2729559748428,493.306498951782,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
2396.0,291.41569282136896,791.5066777963273,663.7374791318865,1185.965776293823,558.4945742904841,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
2672.0,272.3604041916168,666.9322604790419,573.3952095808384,869.7582335329341,524.5243263473054,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
2848.0,274.0070224719101,704.0158005617977,652.5445926966293,1054.4132724719102,506.2794943820225,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1720.0,346.5802325581395,619.078488372093,684.0273255813953,1072.5447674418604,528.314534883721,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
3593.0,394.6239910937935,797.6248260506541,826.0264403005845,1156.3598664069025,549.0962983579182,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1828.0,354.8938730853392,750.9715536105033,793.4644420131291,1171.9824945295404,560.8353391684901,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1497.0,364.61656646626585,697.4943219772879,701.7361389445558,1001.0935203740815,520.0514362057448,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1916.0,318.45772442588725,601.7244258872652,642.8335073068894,871.4498956158664,516.7745302713987,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1590.0,361.53584905660375,660.4327044025157,675.2911949685534,816.6974842767296,520.1729559748428,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
2813.0,268.86384642730184,719.8083896196232,577.3089228581586,954.1713473160328,516.7156061144685,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
2382.0,286.16540722082283,621.3916876574307,554.2989084802687,916.5600335852224,478.2879932829555,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
2519.0,487.4589122667726,739.9646685192537,836.7276697102025,1051.8364430329495,520.0563715760222,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
2843.0,271.2887794583187,634.3805838902567,584.4175167077032,1009.0981357720716,495.20225114315866,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1679.0,355.8254913639071,609.55568790947,703.5938058368076,1093.93984514592,504.84157236450267,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1938.0,330.23839009287923,621.077399380805,679.3142414860681,1057.314241486068,508.10268317853456,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
2512.0,286.6592356687898,696.8168789808917,613.9593949044586,1036.7014331210191,512.4824840764331,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
3321.0,249.4366154772659,591.8852755194218,580.031014754592,871.824450466727,466.37548931044864,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
1811.0,345.98895637769186,587.2103810049696,557.0861402540033,848.0955273329652,469.2335726118166,cdp2bioactives_h23.ome_scene1_props,cdp2bioactives_h23.ome,1
