area,intensity_mean-C:0,intensity_mean-C:1,intensity_mean-C:2,intensity_mean-C:3,intensity_mean-C:4
2829.0,245.17532697066102,417.2492046659597,472.1442205726405,692.6376811594203,422.4648285613291
3770.0,304.52281167108754,477.89496021220157,532.9270557029178,707.8588859416445,446.9811671087533
1465.0,437.42593856655293,636.5931740614335,676.1037542662116,902.4211604095564,431.93515358361776
3955.0,281.12465233881164,422.1109987357775,464.3939317319848,623.5577749683945,426.573198482933
2865.0,274.2317626527051,432.82722513089004,495.26178010471205,628.0687609075044,439.6296684118674
1438.0,357.970792767733,639.4700973574409,676.0048678720445,1139.7461752433935,535.2941585535466
1149.0,420.9373368146214,797.9921671018277,845.188859878155,1304.496083550914,587.456048738033
3011.0,264.17037529060116,546.7040850215875,551.9584855529724,935.3095317170375,441.03985386914644
3241.0,343.5649490897871,608.0515273063869,634.7522369639,1039.9830299290343,527.4983029929034
3975.0,359.50264150943394,695.7386163522012,728.3594968553459,1181.302893081761,559.8264150943396
4200.0,287.63119047619045,511.53809523809525,478.9790476190476,769.8738095238095,503.38357142857143
1644.0,338.5936739659367,657.5906326034063,662.8509732360097,1143.9288321167883,570.0553527980535
1783.0,326.4144699943915,591.7380818844643,642.5591699383062,1119.1295569265283,522.5872125630959
2425.0,375.10845360824743,604.9179381443299,661.0342268041237,1077.980206185567,523.5426804123712
1207.0,424.8682684341342,746.983429991715,807.013256006628,1320.172328086164,646.9594034797018
2212.0,302.5271247739602,621.8625678119349,594.3878842676311,975.7594936708861,558.7319168173599
1247.0,423.94306335204493,843.2245388933441,863.7602245388933,1277.691259021652,643.1315156375301
2675.0,271.5551401869159,545.4957009345794,565.4358878504673,828.7256074766356,507.3196261682243
2722.0,271.7174871418075,578.7994121969141,559.6722997795738,884.1741366642175,518.7968405584129
2026.0,307.251233958539,669.5616979269497,647.8919052319842,1013.0582428430405,550.1648568608094
3935.0,303.2299872935197,450.03405336721727,447.81601016518425,701.1158831003812,487.0879288437103
2482.0,288.3746978243352,573.9298952457696,575.4387590652699,953.851329572925,516.2510072522159
3498.0,313.34305317324186,646.5202973127501,641.4965694682676,972.4119496855346,574.6472269868497
3720.0,350.89327956989246,693.7123655913979,708.9817204301075,1030.402688172043,589.1951612903226
3151.0,244.20501428118058,451.1827991113932,459.58172008886066,760.1501110758489,465.63535385591877
3997.0,308.93069802351766,485.4478358769077,521.8076057042782,791.26369777333,499.44908681511134
2756.0,403.45863570391873,665.5468069666183,726.3105950653121,1154.4513788098693,574.8291001451379
3297.0,245.83409159842282,731.5347285410979,587.1856232939035,1136.4810433727632,591.5398847437064
3810.0,327.4522309711286,507.48740157480313,549.407874015748,799.0049868766404,532.9847769028871
2278.0,296.42493415276556,534.0689201053556,545.8661106233538,1036.1185250219492,508.80289727831433
2645.0,396.5969754253308,618.7750472589792,685.9187145557656,910.9187145557656,530.3852551984877
2042.0,316.02840352595496,600.0,610.884916748286,934.9549461312439,537.0523996082272
3725.0,325.32859060402683,485.11221476510065,525.7280536912751,747.2128859060402,513.4338255033557
2576.0,269.5,577.1362577639752,471.3024068322981,787.2348602484471,485.67080745341616
2379.0,354.5897435897436,652.4312736443884,738.5035729298024,972.5346784363178,530.4279108869273
3704.0,337.4597732181426,596.6106911447084,671.8093952483802,981.2653887688984,599.9325053995681
3599.0,330.5257015837733,506.51264240066683,578.4431786607391,897.6804667963323,513.3128646846346
3139.0,250.767760433259,602.5342465753424,560.2567696718701,1032.6266326855687,532.3711373048742
2070.0,313.168115942029,544.1309178743961,608.1251207729468,992.5835748792271,529.5917874396135
2215.0,302.8591422121896,538.4171557562076,540.4501128668171,999.868171557562,499.7151241534989
1664.0,349.1808894230769,652.8972355769231,729.6454326923077,1130.6213942307693,568.7926682692307
2195.0,292.7111617312073,507.0656036446469,469.73257403189064,852.7435079726652,450.1261958997722
1416.0,411.12782485875704,699.5536723163842,815.6631355932203,1169.5946327683616,589.7810734463277
1924.0,329.1512474012474,526.5935550935551,585.975051975052,884.700103950104,521.5571725571725
4212.0,226.16381766381767,441.98741690408355,475.0925925925926,835.761396011396,446.0657644824312
2578.0,276.63188518231186,532.2397207137316,522.400698215671,817.1858029480218,489.80721489526763
3205.0,252.4733229329173,525.9141965678627,494.1304212168487,850.5238689547582,467.9656786271451
1317.0,395.4813971146545,571.1009870918755,691.7327258921792,948.5049354593774,530.8709187547456
3288.0,256.0112530413625,567.19799270073,498.78497566909977,824.2226277372263,477.85158150851584
3542.0,334.1357989836251,510.9328063241107,564.00395256917,931.8701298701299,536.5175042348956
3402.0,235.81863609641388,466.3042328042328,426.3991769547325,813.5352733686067,439.80129335684893
2856.0,275.7454481792717,444.8389355742297,517.9331232492997,744.2587535014005,468.5696778711485
3152.0,311.6830583756345,516.4819162436548,594.8052030456853,919.7506345177665,480.69638324873097
1375.0,677.0021818181818,909.6065454545454,1169.3665454545455,1449.194909090909,705.314909090909
2610.0,418.7252873563218,727.2850574712644,814.0030651340996,1232.7111111111112,588.9157088122605
1775.0,334.5729577464789,533.143661971831,645.0692957746479,912.6152112676057,510.2416901408451
2262.0,296.9416445623342,600.5296198054818,619.4668435013263,1077.211759504863,484.78205128205127
