area,intensity_mean-C:0,intensity_mean-C:1,intensity_mean-C:2,intensity_mean-C:3,intensity_mean-C:4
3170.0,350.701261829653,617.7776025236593,685.4220820189274,975.0157728706624,507.93375394321765
2434.0,285.0480690221857,592.1175020542317,648.8525061626951,1065.069433032046,504.45234182415777
3470.0,240.02593659942363,596.1446685878963,551.3631123919308,930.6247838616715,444.52046109510087
3008.0,248.9906914893617,474.1941489361702,500.905585106383,731.3434175531914,417.1535904255319
3013.0,250.8542980418188,491.55227348157985,518.6405575838036,717.6030534351145,450.6236309326253
2009.0,300.9626679940269,641.868093578895,628.3952215032355,1060.7580886012943,490.73419611747136
2369.0,279.8197551709582,556.114394259181,576.1671591388772,958.4668636555508,460.79105107640356
1791.0,321.6314907872697,630.141820212172,623.6945840312675,912.1809045226131,490.2110552763819
4161.0,222.55371304974767,457.06633020908436,470.2708483537611,759.3934150444604,434.49098774333095
1957.0,324.1931527848748,614.104241185488,586.6366888094021,936.8461931527848,457.5120081757793
1478.0,370.23951285520974,643.5006765899865,732.6461434370772,1067.362652232747,539.9864682002707
1715.0,332.54927113702627,527.9725947521866,614.4361516034985,763.799416909621,449.82390670553934
1570.0,322.70891719745225,668.4554140127389,677.1152866242038,1069.9152866242039,493.0267515923567
2983.0,254.24002681863897,613.443178008716,534.5088836741535,1003.9242373449547,515.8628897083473
2042.0,466.9427032321254,565.4573947110675,659.7634671890304,1010.4172380019588,493.5235063663075
4367.0,296.7247538355851,495.43805816349897,533.3411953286009,914.700938859629,450.3531028165789
2740.0,393.38613138686134,580.9770072992701,630.5204379562044,792.8138686131387,509.55985401459856
2424.0,347.1287128712871,525.8436468646864,567.1365511551155,680.0771452145215,496.91089108910893
3520.0,273.8375,539.8025568181819,511.8116477272727,882.9017045454545,416.2230113636364
2422.0,398.4938067712634,573.7407101568951,672.974814203138,862.5437654830719,508.81007431874485
1891.0,312.0248545742993,501.8963511369646,545.7641459545214,738.5399259650978,449.6298254891592
3139.0,346.5215036635871,695.8601465434851,739.5221408091749,911.7148773494744,528.3676330041415
1940.0,322.71701030927835,662.7242268041238,627.8804123711341,950.0149484536082,452.5798969072165
3344.0,332.9626196172249,539.1569976076555,630.7072368421053,920.6154306220096,443.7407296650718
1744.0,328.05561926605503,532.1743119266055,571.6582568807339,798.9002293577981,464.7408256880734
2687.0,385.4748790472646,593.1250465202828,659.7480461481206,973.7149237067362,444.4201711946409
2901.0,370.7611168562565,608.1671837297483,654.0758359186487,911.4384694932781,483.73629782833507
2246.0,297.03339269813,592.1041852181656,588.2012466607301,938.7569011576136,461.85752448797865
2327.0,436.4787279759347,646.8328319724968,706.2376450365277,943.8792436613666,519.0287924366137
2591.0,292.9560015438055,587.6194519490545,553.9988421458896,751.1968351987649,498.5387881126978
2888.0,381.5301246537396,608.8240997229917,645.8542243767313,1004.2506925207756,471.0851800554017
2282.0,388.99474145486414,528.9382120946539,633.8251533742331,821.2274320771253,523.1980718667835
2510.0,358.8892430278884,541.7266932270917,616.903984063745,869.7346613545817,505.3151394422311
2417.0,287.16756309474556,545.9532478278858,570.4050475796441,881.5357881671493,488.94786925941247
2759.0,262.9514316781443,511.99166364624864,515.685393258427,773.7785429503443,451.4534251540413
1828.0,543.0448577680526,901.7045951859956,1094.6859956236324,1611.4753829321662,646.7363238512035
1741.0,344.55829982768523,608.8173463526708,654.4198736358414,951.1585295807007,530.4003446295233
2903.0,367.54908715122286,594.9410954185325,605.7571477781605,782.174991388219,514.3282810885291
