area,intensity_mean-C:0,intensity_mean-C:1,intensity_mean-C:2,intensity_mean-C:3,intensity_mean-C:4
1939.0,303.8860237235688,587.0216606498195,549.5657555440949,1003.6859205776174,467.0742650850954
1765.0,312.22379603399435,560.9541076487252,537.8373937677054,810.8067988668555,451.1801699716714
1939.0,316.25992779783394,822.4419804022692,770.2702423929861,1266.6828261990718,548.8947911294482
1841.0,320.8804997284085,729.6132536664857,701.8283541553503,1115.0668115154808,502.3346007604563
1805.0,325.06426592797783,571.9994459833795,564.4149584487535,882.1700831024931,462.5506925207756
1714.0,329.7899649941657,817.147024504084,738.8588098016336,1306.1219369894982,609.777129521587
1948.0,308.1652977412731,644.1524640657084,638.2869609856263,1050.650410677618,506.94455852156057
1202.0,395.1289517470882,636.5590682196339,646.5524126455907,1031.8435940099835,508.55823627287856
3285.0,441.28036529680367,716.6304414003044,777.9531202435312,1170.3491628614915,522.6176560121766
2373.0,284.6565528866414,638.4365781710915,674.2081753055204,1030.9978929624947,504.00505689001267
1713.0,326.36485697606537,494.40747227086985,564.9480443666083,886.4827787507297,481.72796263864564
2527.0,421.09814008705973,776.572615749901,895.2429758607044,1280.022952117135,609.7704788286505
1494.0,374.17469879518075,627.2617135207497,671.4096385542168,1033.5046854082998,518.0468540829986
1952.0,322.1629098360656,615.251024590164,631.0829918032787,950.5625,462.3970286885246
2289.0,472.70598514635213,759.1917868064658,956.6837046745304,1506.0856269113149,600.2651813018786
1779.0,342.8122540753232,573.884204609331,663.1528948847667,950.4828555368184,480.1259134345138
2223.0,439.7080521817364,717.0472334682861,777.1228070175439,1046.7678812415654,539.4579397210977
1432.0,415.07472067039106,775.1124301675977,861.8212290502794,1248.5076815642458,580.0586592178771
2365.0,308.6727272727273,576.692177589852,595.0215644820296,912.95221987315,484.50993657505285
1041.0,480.7406340057637,1003.7050912584053,1169.7089337175792,1913.3150816522575,808.9971181556195
1234.0,409.26661264181524,716.6320907617504,849.8573743922204,1226.7244732576985,536.8427876823339
1962.0,310.71865443425077,561.775739041794,565.0316004077472,928.263506625892,464.7747196738022
1394.0,378.0186513629842,697.2446197991392,833.0272596843615,1261.7317073170732,577.8802008608321
1708.0,341.35187353629976,594.5989461358314,652.9426229508197,890.907494145199,488.9572599531616
1978.0,342.2401415571284,685.7093023255813,719.5096056622851,1069.5535894843276,530.7441860465116
948.0,518.6803797468355,803.1455696202531,878.5696202531645,1392.5917721518988,604.3786919831224
