area,intensity_mean-C:0,intensity_mean-C:1,intensity_mean-C:2,intensity_mean-C:3,intensity_mean-C:4
2790.0,380.2964157706093,842.2007168458781,733.8272401433692,838.6874551971326,493.7881720430108
2258.0,372.8436669619132,719.6908768821967,702.333923826395,811.2883082373783,465.40788308237376
1744.0,362.73451834862385,694.993119266055,725.8480504587156,926.7247706422019,483.033256880734
2302.0,439.7554300608167,823.1954821894005,862.9487402258906,974.0056472632493,530.4548218940052
2838.0,410.3925299506695,811.2980972515857,887.6515151515151,998.6610288935871,529.3361522198732
1826.0,348.8959474260679,819.2792990142387,736.3324205914568,1069.3608981380066,525.4879518072289
1781.0,337.77596855699045,661.7091521617069,664.9197080291971,919.6546883773161,488.0162829870859
2752.0,348.9444040697674,731.7354651162791,705.0872093023256,864.7100290697674,479.05523255813955
2016.0,385.1830357142857,826.7018849206349,889.5540674603175,1167.4037698412699,547.7847222222222
2101.0,321.8567348881485,652.2360780580676,657.0923369823894,880.2127558305568,471.57353641123274
2530.0,435.56640316205534,823.1229249011858,900.8521739130434,1137.3494071146245,551.5446640316205
2045.0,439.000488997555,866.0640586797066,982.7926650366749,1115.7501222493888,562.3711491442543
2070.0,347.96280193236714,948.9333333333333,985.2990338164251,1387.4367149758455,614.7019323671498
1733.0,378.15579919215236,850.2885170225044,894.9976918638199,1028.0253894979803,542.1234852856319
4520.0,370.84314159292035,1097.0730088495575,1001.9345132743363,1280.5440265486725,626.2329646017699
1903.0,329.988964792433,697.9280084077772,673.3899106673673,893.6915396741987,477.2900683131897
3686.0,369.7067281606077,1219.9400434074878,1024.2270754205101,1296.982094411286,660.3838849701574
3079.0,408.8441052289704,1116.8525495290678,1131.5258200714518,1295.4368301396557,672.4157193894122
2461.0,395.78626574563185,810.4981714750102,865.5310849248273,1033.2694026818367,533.0284437220643
2270.0,421.8453744493392,774.2590308370044,767.3185022026431,916.5629955947137,498.44801762114537
4198.0,349.8096712720343,1042.0812291567413,1012.7393997141496,1325.164363982849,598.5009528346832
2382.0,329.32241813602013,925.3064651553317,991.3790931989925,1530.0730478589421,624.1528127623845
2185.0,391.6196796338673,878.1762013729978,986.2979405034325,1275.945537757437,581.3670480549199
3051.0,406.9190429367421,880.844968862668,890.6594559160931,1029.1442150114717,519.2284496886267
1844.0,354.5216919739696,743.8855748373102,720.2407809110629,884.2104121475054,502.8947939262473
1554.0,408.1924066924067,854.3056628056628,946.970398970399,1219.940797940798,579.5900900900901
2159.0,408.5507179249653,897.3399722093562,928.4173228346457,1134.2570634553033,579.1417322834645
2686.0,377.24609084139985,878.4292628443783,877.9772896500373,989.6958302308265,561.2740134028295
2257.0,357.5888347363757,760.9304386353567,753.4058484714222,1024.7957465662384,494.77226406734604
3646.0,490.6105320899616,1379.2092704333515,1492.3148656061437,1754.003017004937,799.8507953922107
2932.0,402.6231241473397,928.7639836289222,907.712824010914,1013.3356070941337,527.3294679399727
2157.0,353.4557255447381,798.8530366249421,811.0125173852573,1155.6295781177562,527.653685674548
