area,intensity_mean-C:0,intensity_mean-C:1,intensity_mean-C:2,intensity_mean-C:3,intensity_mean-C:4
1416.0,372.2570621468927,565.2132768361582,602.3820621468926,1096.0621468926554,482.23022598870057
2404.0,288.0553244592346,699.6830282861897,663.8681364392679,1065.1351913477538,714.53078202995
1265.0,633.2213438735178,1065.610276679842,1065.7438735177866,1503.920158102767,810.402371541502
2845.0,468.65764499121263,741.0681898066783,763.6541300527241,844.5711775043936,520.3982425307557
1911.0,319.0041862899006,595.6295133437991,595.1486132914704,917.3715332286761,487.6096284667713
1646.0,341.7253948967193,565.5212636695019,615.7782503037668,1163.2563791008506,514.0078979343864
1752.0,447.79851598173514,745.0182648401826,826.9263698630137,1096.3384703196348,549.8413242009133
1091.0,436.916590284143,547.3153070577451,658.884509624198,1064.7800183318056,495.74518790100825
2121.0,458.7788778877888,676.9179632248939,765.9585101367279,1202.3998114097124,629.1716171617162
1434.0,378.8507670850767,621.7126917712692,690.2273361227336,1033.492329149233,533.9825662482566
2161.0,422.27255900046276,639.7635354002776,685.5705691809347,974.9157797316058,507.6816288755206
1953.0,319.8883768561188,583.3886328725039,599.4608294930875,982.0163850486431,529.858166922683
1115.0,427.91569506726455,692.5515695067264,737.7031390134529,1071.6448430493274,541.5488789237668
4823.0,418.8753887621812,631.5902964959569,622.5716359112586,777.2917271407838,481.34418411776903
1593.0,362.15756434400504,615.3760200878845,650.1029504080351,992.8198367859385,484.361581920904
1260.0,417.9063492063492,631.0277777777778,660.4698412698413,916.1420634920635,552.184126984127
1290.0,411.9821705426357,626.6953488372093,686.7240310077519,966.6139534883721,549.5813953488372
2306.0,440.5797918473547,620.5329575021683,651.7892454466609,916.0316565481353,500.21379011274934
1635.0,369.57064220183486,706.9125382262997,783.3168195718655,1068.4385321100917,536.9577981651377
1302.0,413.8625192012289,799.9708141321045,899.0445468509985,1315.7488479262672,589.0875576036866
2450.0,405.0073469387755,1252.6644897959184,1169.2024489795917,2022.385306122449,845.9897959183673
1412.0,394.30099150141643,651.4702549575071,744.0956090651558,1091.564447592068,519.6742209631728
1487.0,433.3725622057835,747.1600537995965,826.9199731002018,1074.1513113651647,592.6751849361129
2074.0,413.64609450337514,727.6533269045323,771.8833172613307,1052.4831243973,536.7135969141755
1350.0,653.377037037037,1180.7133333333334,1467.5103703703703,1501.0237037037036,736.9814814814815
1486.0,629.4528936742934,807.5794078061912,897.7335127860027,1017.1749663526246,644.3546433378197
2975.0,429.8776470588235,855.8319327731092,782.326050420168,914.9667226890756,546.1774789915967
3254.0,359.6263060848187,904.2901044867855,888.3048555623848,1402.5706822372465,682.799938537185
1174.0,425.2427597955707,697.2316865417376,730.1882453151618,1272.1132879045997,539.8943781942079
2498.0,406.613290632506,832.8330664531625,804.5628502802242,1398.7790232185748,659.2758206565252
1332.0,409.6081081081081,786.1426426426426,749.918918918919,1217.4084084084084,570.3085585585585
3452.0,401.6981460023175,688.6529548088065,634.077346465817,801.1190614136732,497.1013904982619
3226.0,249.8949163050217,717.5058896466212,587.9640421574705,1202.6993180409174,523.7929324240546
1673.0,389.8882247459653,706.4052600119546,778.3598326359833,1176.2468619246863,580.839808726838
2133.0,428.55977496483825,1096.323488045007,1031.4505391467417,1783.5508673230192,747.530707923113
2148.0,461.3249534450652,779.2788640595903,742.239757914339,1211.270484171322,572.6177839851024
1876.0,349.66577825159914,876.158315565032,876.95842217484,1333.7553304904052,605.7356076759062
2751.0,300.6590330788804,527.0672482733552,568.4093057070156,986.7586332242821,498.43693202471826
2017.0,452.2345066931086,975.1725334655429,1015.8631631135349,1742.2796232027763,762.6668319286068
5210.0,323.15930902111324,790.3074856046065,653.5827255278311,986.520537428023,587.3869481765835
1472.0,398.6976902173913,952.4823369565217,945.9633152173913,1346.2927989130435,649.328125
2167.0,469.39178587909555,844.9630826026765,753.9704660821412,1073.4997692662666,527.9321642824181
886.0,532.7697516930023,815.1455981941309,1001.4841986455982,1392.2404063205418,663.9187358916479
1480.0,460.625,860.777027027027,858.1918918918919,1230.1527027027028,605.2182432432433
1154.0,478.2937608318891,1192.0797227036396,1146.4090121317158,1784.535528596187,764.7911611785096
1754.0,352.9498289623717,734.0102622576967,699.7212086659065,1069.5689851767388,541.1915621436716
1879.0,342.76955827567855,685.5683874401277,669.2182011708355,952.2368281000532,498.97711548696117
2093.0,375.71380793119926,1110.5633062589584,1009.5054945054945,1298.2861920688008,697.9694218824653
1772.0,355.31772009029345,559.6512415349887,617.8893905191874,896.2358916478555,500.3414221218962
1584.0,378.37373737373736,642.4343434343434,694.8453282828283,974.4659090909091,521.1325757575758
1798.0,413.72803114571747,819.3520578420467,890.9093437152392,1239.2169076751948,577.1051167964405
1119.0,490.06166219839145,1013.0643431635389,1106.3038427167114,1741.3458445040214,728.6067917783736
4498.0,463.9037349933304,860.7538906180524,837.223654957759,1083.5104490884837,551.830591373944
2218.0,475.18575293056807,791.6045987376015,928.2366997294861,1200.4905320108205,597.2033363390442
4540.0,232.886563876652,1064.6222466960353,790.7726872246697,1324.112114537445,626.4720264317181
3228.0,369.2679677819083,591.2224287484511,652.159541511772,1125.736059479554,575.748760842627
1531.0,391.36773350751145,743.50947093403,735.4839973873286,1002.2070542129327,529.0620509470934
2747.0,424.3440116490717,842.9075354932654,896.4423006916636,1151.6254095376776,583.5518747724791
2191.0,403.17982656321317,660.5618439068918,677.7626654495664,900.9753537197627,538.5417617526243
1458.0,540.6776406035665,719.7263374485597,814.4039780521261,1002.681755829904,583.8991769547325
3207.0,320.48331774243843,769.2556906766448,755.5519176800748,1186.4031805425632,572.6663548487683
2449.0,450.2106982441813,771.8803593303389,777.7586770110249,1121.4046549612087,556.9020008166599
2154.0,518.558495821727,1235.010677808728,1246.8899721448468,1992.3342618384402,802.9048282265552
2157.0,487.33008808530366,812.4126101066296,857.1710709318498,1037.9573481687528,582.9494668521094
2103.0,414.2491678554446,716.000951022349,713.5211602472658,1035.3409415121255,542.5368521160248
2098.0,427.37511916110583,714.2030505243089,732.8122020972355,1018.5443279313632,539.4618684461392
2489.0,288.4471675371635,632.9610285255122,594.5668943350744,1129.8875050220972,515.2675773402973
2356.0,389.59083191850596,773.3747877758914,774.2720713073005,1300.3005093378608,560.489388794567
3464.0,359.9402424942263,652.1795612009238,642.027713625866,1067.221131639723,510.98412240184757
1562.0,377.17029449423814,630.4327784891166,695.617157490397,1064.1856594110116,554.9039692701665
3030.0,390.64059405940594,815.4270627062706,771.7577557755776,1125.0369636963696,525.6323432343235
1200.0,427.9091666666667,848.2458333333333,814.9683333333334,1170.3041666666666,573.4225
1481.0,400.83592167454424,630.9648885887914,665.9723160027008,996.1782579338285,549.1674544226873
2767.0,287.8167690639682,677.154680159017,713.9165160823998,1035.3017708709795,536.592699674738
5171.0,469.96383678205376,1282.970798684974,1144.3391993811642,1582.2078901566429,752.9721523883195
2441.0,434.1052847193773,821.136009832036,785.7414993854977,1155.5096272019664,594.6394920114707
2394.0,297.56599832915623,660.2589807852966,628.8199665831245,971.7418546365915,470.0910609857978
1816.0,430.50550660792953,666.0418502202643,771.0209251101321,1001.3882158590309,535.6800660792951
1283.0,440.3967264224474,694.0615744349182,774.8207326578332,1272.564302416212,559.0833982852689
1417.0,399.4227240649259,589.1764290755117,705.5024700070571,1286.4735356386732,566.939308398024
3917.0,476.7612969109012,1095.7459790656114,946.6663262701047,1350.772019402604,609.8039315802911
1506.0,387.0670650730412,665.8957503320053,697.9428950863214,893.933598937583,566.039176626826
2657.0,414.2623259315017,688.93752352277,651.4915318027851,915.8502070003764,508.793752352277
2783.0,395.503413582465,744.2497305066476,680.8508803449515,987.5447358965146,484.6428314768236
1945.0,332.9151670951157,540.2421593830334,628.5151670951157,1113.957326478149,547.960411311054
2201.0,317.4847796456156,611.4193548387096,615.1263062244434,930.5883689232168,470.7114947751022
1754.0,417.39053591790196,773.8226909920182,764.0895096921323,1103.245724059293,549.5952109464082
2924.0,338.7527359781122,779.1901504787961,628.6104651162791,1014.8522571819425,544.9736662106703
2636.0,328.7211684370258,607.5993930197269,623.138846737481,994.2090288315629,512.059559939302
1680.0,356.9404761904762,707.5083333333333,716.5857142857143,922.822619047619,484.76428571428573
1773.0,364.8556119571348,632.3581500282008,688.2543711223914,1089.5758601240834,527.6136491821771
2456.0,296.1441368078176,690.0150651465798,617.8045602605863,924.4987785016286,466.192996742671
2414.0,296.8251864125932,672.1876553438277,695.7833471416735,1138.6847555923778,494.77671913835957
1899.0,337.4886782517114,641.8288572933122,686.8967877830437,1103.1237493417589,524.9736703528173
2056.0,486.1235408560311,762.5875486381323,817.0009727626459,1046.4829766536966,527.1327821011673
