area,intensity_mean-C:0,intensity_mean-C:1,intensity_mean-C:2,intensity_mean-C:3,intensity_mean-C:4
2151.0,325.765690376569,823.8582054858206,778.0576476057647,1232.2510460251046,580.9014411901442
2390.0,321.3451882845188,781.855230125523,795.3928870292887,1270.7046025104603,597.9644351464435
1956.0,394.6165644171779,748.5480572597137,702.0792433537832,924.6840490797546,515.3328220858896
2685.0,377.9024208566108,782.3765363128491,729.2428305400373,1100.9519553072626,557.4729981378026
2064.0,326.1632751937984,780.3880813953489,731.984011627907,1208.4704457364342,570.7848837209302
1861.0,499.78882321332617,846.1735626007522,992.3610961848468,1130.8457818377217,632.2122514777002
2221.0,347.0220621341738,966.0166591625394,942.855920756416,1427.432687978388,667.8892390814948
2489.0,405.5592607472881,731.9019686621133,785.0072318200081,1148.4170349537967,568.700683005223
2431.0,353.9078568490333,765.0234471410942,714.6709173179761,1027.942410530646,532.1415055532702
2553.0,414.09870740305524,765.2585193889541,781.6745005875441,970.385428907168,555.8538973756365
1806.0,381.28349944629014,826.8637873754153,899.7364341085271,1246.2170542635658,601.3017718715394
2375.0,348.6837894736842,762.4168421052632,787.1301052631579,1194.5322105263158,583.5452631578947
1964.0,371.11252545824846,884.3986761710794,954.3711812627291,1196.7953156822812,613.015784114053
2412.0,434.4332504145937,945.7321724709784,896.6069651741293,1108.4863184079602,606.1127694859039
1732.0,386.45438799076214,782.1662817551963,882.6172055427252,1092.5409930715934,590.9543879907621
1790.0,514.0374301675978,921.8575418994413,1110.3480446927374,1315.386592178771,703.4804469273743
2387.0,425.9216589861751,782.8554671135316,856.8940092165899,1077.485965647256,600.6761625471303
2954.0,396.1530128639133,833.6834800270819,865.4563303994584,1055.675355450237,588.6895734597157
1606.0,393.7683686176837,843.2185554171856,909.9607721046077,1127.5765877957658,615.5006226650062
1528.0,409.50850785340316,840.6616492146596,869.0791884816754,1092.4208115183246,598.3501308900524
1734.0,373.76585928489044,753.2410611303345,768.7698961937716,1153.5132641291812,582.60092272203
1865.0,357.80911528150136,858.2927613941018,904.3817694369973,1294.047184986595,630.4219839142091
2814.0,397.0156361051883,815.5362473347548,813.5991471215352,1105.0280739161335,585.7100213219617
2380.0,416.66806722689074,678.3420168067227,766.7857142857143,993.65756302521,620.2915966386555
1752.0,403.74429223744295,793.3755707762557,887.2568493150685,1119.8316210045662,597.4503424657535
2673.0,488.7818930041152,849.1990273101384,919.9334081556303,1102.9334081556303,619.6745230078564
2425.0,423.680412371134,781.5934020618556,786.6639175257732,994.4020618556701,549.4164948453608
2820.0,380.78475177304966,766.9964539007092,804.7460992907802,1054.62304964539,584.6705673758865
2560.0,407.2640625,828.14765625,853.080078125,1031.1890625,625.13515625
5291.0,341.5824985824986,925.1304101304102,881.5868455868456,1213.8442638442639,574.4891324891325
1880.0,360.3212765957447,743.4909574468085,708.3781914893617,956.8457446808511,529.5372340425532
2507.0,434.7175907459114,835.0682090147586,869.1619465496609,1014.6621459912245,591.759473474272
2645.0,430.46805293005673,818.812854442344,859.364461247637,1009.6011342155009,599.6381852551984
1866.0,357.2974276527331,806.2090032154341,735.9710610932476,1046.4324758842445,553.1993569131832
3633.0,456.3292045141756,827.7709881640518,873.0421139554088,1111.8009909165978,605.5860170657859
2868.0,303.6311018131102,912.5,838.8744769874477,1112.3926080892609,570.1192468619247
2590.0,445.1092664092664,826.4660231660232,935.4258687258688,1279.6216216216217,603.6617760617761
1647.0,393.30601092896177,796.003035822708,821.1590771098968,1077.725561627201,563.1663630843959
2729.0,315.70795163063394,943.9662880175889,802.7999267130817,1134.1612312202271,544.022352510077
2580.0,425.9767441860465,843.6678294573643,953.7348837209303,1325.8903100775194,603.443023255814
2657.0,414.3707188558525,840.5939028980052,847.9616108392925,1169.9047798268723,598.3033496424539
3010.0,428.3308970099668,861.4262458471761,961.8471760797343,1164.731561461794,596.4016611295681
2065.0,358.3772397094431,779.246004842615,767.4464891041163,1009.7830508474576,518.1467312348668
3375.0,371.1303703703704,914.4222222222222,812.4734814814815,1068.9623703703703,606.6601481481481
1509.0,407.49768058316766,878.7687210072896,935.5255135851557,1213.3552021206096,571.6043737574553
2481.0,387.05481660620717,918.9995969367191,865.8033051189037,1219.9609028617492,602.3002821442966
2487.0,400.4024929634097,883.1391234418978,952.6328910333735,1368.2356252513068,585.8319260152795
4530.0,334.6708609271523,977.621412803532,871.1728476821193,1295.712362030905,570.7662251655629
3274.0,397.51435552840564,861.0678069639584,898.8885155772755,1260.5528405620037,619.5143555284056
3319.0,379.00301295570955,866.7752335040675,793.1497438987647,1073.1636034950286,583.4682133172643
2459.0,356.8352989019927,864.5018300122001,854.8527856852379,1231.647417649451,600.6372509150061
2577.0,338.72487388436167,849.5056266977106,958.1261156383391,1229.7830811020567,617.4703143189755
3118.0,389.89191789608725,985.2729313662604,921.7636305323925,1267.0375240538806,585.554201411161
3073.0,387.45981125935566,808.5193621867882,793.3693459160429,1110.9013992840871,569.6462739993492
2661.0,424.05674558436675,1014.5144682450207,979.4411875234874,1322.1815107102593,588.7771514468245
2961.0,399.99696048632217,901.32252617359,894.9415737926377,1390.5694022289767,626.7960148598446
1532.0,429.2917754569191,983.9255874673629,1190.0783289817232,1526.1684073107049,658.0032637075718
1733.0,363.7184073860358,915.4743219849971,931.3606462781304,1256.6105020196192,597.1431044431622
2.0,165.0,701.0,671.0,1133.0,472.0
1474.0,433.78493894165535,918.3541383989145,1126.6227951153323,1463.1289009497964,651.825644504749
